0.111	 0.655701 -0.172209  0.148685	-0.0675922   0.137583  0.0102942
0.112	0.655629 -0.17207   0.1487	-0.0718045   0.139258 0.00590047
0.113	 0.655553 -0.171927  0.148704	-0.0735282   0.138497 0.00764392
0.114	 0.655478 -0.171777  0.148714	-0.0732934   0.143285 0.00830023
0.115	0.655405 -0.17163 0.148724	-0.0746118   0.142544 0.00758122
0.116	 0.655328 -0.171483  0.148729	-0.0746629   0.148602 0.00495589
0.117	 0.655255 -0.171329  0.148739	-0.0743853   0.149582 0.00641166
0.118	 0.655175 -0.171176  0.148737	-0.0761938   0.147228 0.00505965
0.119	 0.655095 -0.171025  0.148738	-0.0773019   0.147933 0.00372572
0.12	 0.655018 -0.170869   0.14874	-0.0766981   0.150512 0.00314681
0.121	0.654936 -0.17071 0.148739	 -0.078457    0.15293 0.00144205
0.122	 0.654852 -0.170557  0.148736	  -0.0810265     0.152652 -0.000732323
0.123	 0.654768 -0.170396  0.148731	 -0.0830717    0.154371 -0.00238522
0.124	 0.654681 -0.170232  0.148721	 -0.0829798    0.159797 -0.00445676
0.125	 0.654594 -0.170072  0.148715	-0.0844145   0.159337 -0.0026881
0.126	 0.654505 -0.169904  0.148708	  -0.086185     0.16249 -0.00449489
0.127	 0.654414 -0.169738  0.148698	-0.0884356   0.163276 -0.0074036
0.128	 0.654323 -0.169573  0.148694	 -0.0896919    0.162673 -0.00700655
0.129	 0.654228 -0.169405   0.14868	 -0.091839   0.166257 -0.0114429
0.13	  0.65414 -0.169225  0.148674	-0.0943373   0.169363 -0.0130958
0.131	  0.65404 -0.169054  0.148656	  -0.09634   0.168963 -0.0146671
0.132	 0.653941 -0.168882   0.14864	-0.0946005   0.169565 -0.0133018
0.133	 0.653849 -0.168707  0.148631	-0.0965831   0.168624  -0.014277
0.134	  0.65375 -0.168529  0.148616	-0.0963942   0.173779 -0.0141201
0.135	0.653656 -0.16835 0.148609	-0.0969104   0.174071 -0.0113231
0.136	 0.653559 -0.168167  0.148597	-0.0971434   0.178462 -0.0125424
0.137	 0.653463 -0.167987  0.148591	 -0.0955358    0.178441 -0.00853723
0.138	 0.653374 -0.167803  0.148597	-0.0904683   0.179228 0.00248316
0.139	  0.65328 -0.167619  0.148592	 -0.0927974    0.181446 -0.00189168
0.14	  0.65319 -0.167432  0.148602	 -0.092289   0.183952 0.00115639
0.141	 0.653098 -0.167247  0.148606	-0.0933595    0.18469 0.00110168
0.142	 0.653007 -0.167061  0.148612	-0.0908191   0.185068 0.00504717
0.143	 0.652924 -0.166869  0.148623	-0.0876851   0.187888 0.00530746
0.144	 0.652836 -0.166678  0.148632	-0.0858161   0.188355 0.00879953
0.145	 0.652745 -0.166487  0.148639	-0.0867756   0.187288 0.00956615
0.146	 0.652659 -0.166289  0.148646	-0.0877502   0.192138  0.0071962
0.147	 0.652568 -0.166098   0.14865	-0.0897075   0.190338 0.00650932
0.148	 0.652478 -0.165904  0.148652	-0.0898013   0.190569 0.00626385
0.149	 0.652384 -0.165707  0.148651	-0.0883661   0.190879 0.00874514
0.15	 0.652291 -0.165505  0.148651	-0.0898913   0.195177 0.00470428
0.151	 0.652197 -0.165303  0.148649	-0.0924786   0.195269 0.00276803
0.152	 0.652101 -0.165103  0.148651	 -0.0947078    0.193424 0.000540317
0.153	 0.652006 -0.164902  0.148658	 -0.0992156    0.194005 -0.00184113
0.154	 0.651903 -0.164701  0.148654	  -0.100943    0.196015 -0.00280552
0.155	 0.651804 -0.164502  0.148663	  -0.100181    0.195009 0.000212828
0.156	 0.651702 -0.164295  0.148663	-0.0977107      0.199 0.00762695
0.157	 0.651599 -0.164089  0.148666	-0.0993049   0.199579 0.00661533
0.159	 0.651389 -0.163675  0.148669	 -0.103134   0.201826 0.00560621
0.16	0.651277 -0.16347 0.148663	 -0.105782   0.203743 0.00407418
0.161	 0.651169 -0.163262   0.14866	  -0.108224    0.205277 -0.00116714
0.162	 0.651052 -0.163048  0.148647	  -0.112497    0.205413 -0.00515812
0.163	 0.650935 -0.162849  0.148643	 -0.119271   0.195101 -0.0106919
0.164	 0.650814 -0.162656  0.148626	 -0.122106   0.185546 -0.0148487
0.165	 0.650691 -0.162468  0.148615	 -0.115973   0.197607 -0.0111497
0.166	 0.650575 -0.162282  0.148606	 -0.111713   0.211689 -0.0109001
0.167	 0.650453 -0.162095  0.148583	 -0.113594   0.209311 -0.0124022
0.168	 0.650335 -0.161891   0.14856	 -0.116244   0.206596 -0.0151376
0.169	 0.650221 -0.161668  0.148529	 -0.118705   0.210816 -0.0209685
0.17	 0.650106 -0.161443    0.1485	 -0.119203   0.212865 -0.0240261
0.171	     0.65 -0.161215  0.148486	 -0.120697   0.216031 -0.0290293
0.172	 0.649884 -0.160988  0.148464	 -0.121934    0.21423 -0.0295105
0.173	 0.649768 -0.160762  0.148466	 -0.120648   0.215692 -0.0197068
0.174	0.649657 -0.16054 0.148484	  -0.117267    0.219895 -0.00452606
0.175	 0.649544 -0.160321  0.148507	 -0.117966   0.219474 0.00269539
0.176	 0.649431 -0.160102  0.148536	-0.117264  0.216984   0.01086
0.177	 0.649328 -0.159874   0.14857	-0.113699  0.221455 0.0191111
0.178	  0.64922 -0.159663  0.148602	-0.112565  0.216705 0.0238772
0.179	 0.649119 -0.159448   0.14864	-0.110007  0.215059 0.0277585
0.18	 0.649013 -0.159227  0.148656	-0.109459  0.214534 0.0249697
0.181	 0.648905 -0.159016  0.148673	-0.110879  0.214586 0.0199666
0.182	 0.648801 -0.158797  0.148686	-0.111534  0.214602 0.0148685
0.183	  0.64869 -0.158582  0.148692	-0.111706  0.217762 0.0090695
0.184	0.648589 -0.15836 0.148702	 -0.109377   0.219291 0.00782248
0.185	  0.64848 -0.158139  0.148704	 -0.110853   0.219201 0.00400958
0.186	 0.648372 -0.157907  0.148709	-0.108217  0.225421 0.0058277
0.187	 0.648271 -0.157674   0.14872	-0.104258  0.227398 0.0109303
0.188	  0.64816 -0.157444  0.148727	-0.102792  0.229689 0.0146807
0.189	 0.648057 -0.157218  0.148751	-0.103755  0.230343 0.0142624
0.19	 0.647946 -0.156991  0.148765	 -0.10428  0.228071 0.0195654
0.191	 0.647831 -0.156765  0.148784	-0.105199  0.229217 0.0207726
0.192	0.647719 -0.15653 0.148802	-0.106025  0.231095 0.0228053
0.193	   0.6476 -0.156299  0.148815	-0.111654  0.228329 0.0184296
0.194	 0.647476 -0.156064  0.148822	-0.115459  0.228835 0.0150682
0.195	  0.64735 -0.155826  0.148818	-0.117228  0.229712 0.0126189
0.196	 0.647219 -0.155593  0.148811	  -0.12137   0.229237 0.00700354
0.197	 0.647095 -0.155349  0.148806	 -0.118126   0.229784 0.00987005
0.198	 0.646961 -0.155102  0.148786	   -0.122478     0.233151 -9.88295e-05
0.199	 0.646824 -0.154856  0.148763	   -0.12639    0.237015 -0.00781309
0.2	 0.646687 -0.154612  0.148745	  -0.12932   0.237203 -0.0112832
0.201	 0.646541 -0.154373  0.148722	  -0.130298    0.239928 -0.00998886
0.202	 0.646399 -0.154128  0.148704	 -0.134053   0.239761 -0.0143566
0.203	 0.646254 -0.153887  0.148688	  -0.136471    0.239461 -0.00969623
0.204	 0.646105 -0.153649  0.148673	 -0.141017   0.238466 -0.0124973
0.205	 0.645963 -0.153404  0.148665	  -0.141618    0.238883 -0.00530865
0.206	 0.645821 -0.153158  0.148666	   -0.140513     0.237343 -0.000322006
0.207	 0.645686 -0.152911  0.148673	   -0.140347      0.24345 -0.000291407
0.208	 0.645543 -0.152667  0.148668	  -0.139248    0.243436 0.000517683
0.209	 0.645407 -0.152421  0.148676	 -0.135284   0.243252 0.00493198
0.21	 0.645275 -0.152174  0.148689	  -0.13279   0.245022 0.00855771
0.211	 0.645138 -0.151931  0.148695	-0.133447  0.239232 0.0106772
0.212	 0.645001 -0.151688  0.148701	 -0.135036   0.239983 0.00993745
0.213	 0.644866 -0.151441  0.148706	 -0.137804   0.239118 0.00681662
0.214	 0.644731 -0.151192  0.148711	 -0.137665    0.24057 0.00527802
0.215	 0.644603 -0.150944  0.148721	 -0.132464   0.236852 0.00939384
0.216	 0.644466 -0.150694  0.148718	 -0.135735   0.238185 0.00204884
0.217	 0.644332 -0.150441  0.148726	 -0.135129   0.241983 0.00501064
0.218	 0.644199 -0.150186  0.148729	 -0.135728   0.245762 0.00370206
0.219	 0.644065 -0.149931  0.148736	 -0.132495   0.249371 0.00775181
0.22	 0.643932 -0.149677  0.148739	 -0.137407   0.250397 0.00182091
0.221	 0.643794 -0.149421  0.148741	 -0.137717    0.24811 0.00255928
0.222	 0.643655 -0.149161  0.148743	 -0.137233   0.253683 0.00189486
0.223	 0.643517 -0.148898  0.148743	 -0.138293   0.257001 0.00252075
0.224	 0.643376 -0.148634  0.148744	 -0.137095   0.260159 0.00619209
0.225	 0.643229 -0.148373  0.148742	 -0.141105    0.26298 0.00231403
0.226	 0.643085 -0.148109  0.148739	  -0.143712    0.262271 -0.00152736
0.227	 0.642936 -0.147841   0.14873	 -0.144873   0.263843 -0.0040122
0.228	 0.642793 -0.147576  0.148729	  -0.148335    0.264462 -0.00975374
0.229	 0.642639 -0.147305  0.148716	   -0.14909    0.268163 -0.00923081
0.23	 0.642481 -0.147037  0.148702	 -0.150662   0.271907 -0.0104384
0.231	  0.64233 -0.146767  0.148694	  -0.152007    0.270187 -0.00845166
0.232	  0.64217 -0.146499  0.148676	  -0.1546  0.272651 -0.011839
0.233	 0.642022 -0.146221  0.148674	 -0.156505   0.270445 -0.0134656
0.234	 0.641866 -0.145942   0.14866	  -0.155586    0.270768 -0.00992215
0.235	 0.641713 -0.145669  0.148659	  -0.152121    0.269227 -0.00373767
0.236	 0.641568 -0.145395  0.148668	 -0.150074   0.266785 0.00347427
0.237	 0.641419 -0.145123  0.148676	 -0.148588   0.266254 0.00770586
0.238	  0.64128 -0.144852  0.148696	 -0.153749   0.267218 0.00164973
0.239	 0.641132 -0.144576  0.148708	 -0.152761   0.266523 0.00890652
0.24	 0.640988 -0.144308   0.14873	-0.149207  0.265618  0.012058
0.241	 0.640846 -0.144037  0.148754	  -0.1445    0.2683 0.0185869
0.242	 0.640705 -0.143761  0.148773	-0.143905  0.272034 0.0184426
0.243	 0.640561 -0.143492  0.148791	-0.145643  0.271966  0.014738
0.244	 0.640419 -0.143219  0.148803	-0.144779   0.26972 0.0157331
0.245	 0.640274 -0.142947  0.148813	-0.144432  0.268925 0.0152568
0.246	 0.640133 -0.142672  0.148825	 -0.145523   0.268985 0.00944775
0.247	0.639989  -0.1424  0.14883	 -0.14445  0.267303 0.0130248
0.248	0.639842 -0.14213 0.148833	-0.144038   0.27038 0.0092189
0.249	 0.639691 -0.141864  0.148832	 -0.150788    0.26474 0.00321066
0.25	 0.639543 -0.141592   0.14884	 -0.148573   0.272163 0.00468396
0.251	0.639393 -0.14132 0.148847	 -0.145894   0.271415 0.00883191
0.252	 0.639241 -0.141047  0.148851	-0.146891  0.268486  0.011207
0.253	 0.639078 -0.140774  0.148843	-0.147118  0.271028 0.0114844
0.254	 0.638922 -0.140504  0.148842	-0.148573  0.268668 0.0134563
0.255	 0.638757 -0.140222  0.148831	 -0.152434   0.273547 0.00922942
0.256	 0.638596 -0.139946  0.148829	 -0.158661   0.273694 0.00155813
0.257	 0.638427 -0.139662   0.14881	  -0.163357    0.277064 -0.00479251
0.258	 0.638255 -0.139382  0.148788	 -0.164839    0.27918 -0.0112417
0.259	  0.63809 -0.139107   0.14878	 -0.165645   0.277654 -0.0131178
0.26	 0.637918 -0.138815  0.148754	 -0.166901   0.279364 -0.0138397
0.261	  0.63774 -0.138539  0.148729	 -0.171821   0.279823 -0.0200974
0.262	 0.637575 -0.138263  0.148716	 -0.169296   0.278373 -0.0168618
0.263	 0.637408 -0.137983  0.148703	 -0.165758   0.278098 -0.0114176
0.264	 0.637248 -0.137701  0.148706	  -0.164833    0.279287 -0.00840206
0.265	 0.637084 -0.137416  0.148708	  -0.163968    0.282451 -0.00244507
0.266	 0.636923 -0.137135  0.148713	 -0.160535   0.284287 0.00191459
0.267	 0.636767 -0.136861  0.148729	 -0.159645   0.277367 0.00724202
0.268	  0.63661 -0.136576  0.148741	 -0.15603  0.278696 0.0122984
0.269	0.636454 -0.13629 0.148755	-0.161969  0.277426 0.0067908
0.27	   0.6363 -0.136001  0.148766	 -0.160038   0.280457 0.00844308
0.271	 0.636138 -0.135719  0.148768	 -0.161042   0.281067 0.00621638
0.272	 0.635985 -0.135432  0.148774	 -0.157462   0.283448 0.00963277
0.273	 0.635824 -0.135139   0.14877	 -0.158045   0.284749 0.00750042
0.274	 0.635672 -0.134857  0.148774	   -0.160987     0.284419 -2.28305e-05
0.275	 0.635509 -0.134569  0.148763	  -0.164629    0.283986 -0.00665206
0.276	 0.635348 -0.134289  0.148767	 -0.160028   0.284136 0.00148768
0.277	 0.635188 -0.134004  0.148771	 -0.161891   0.280654 0.00078606
0.278	 0.635024 -0.133716  0.148772	 -0.160275   0.282643 0.00196337
0.279	 0.634857 -0.133433  0.148773	 -0.163396   0.282148 0.00279603
0.28	0.634689 -0.13315 0.148772	  -0.166847    0.281135 0.000329239
0.281	 0.634521 -0.132858  0.148777	 -0.165701   0.288093 0.00325848
0.282	 0.634348 -0.132573  0.148778	  -0.168984     0.28708 0.000490554
0.283	 0.634174 -0.132278  0.148773	  -0.170842    0.287676 0.000131341
0.284	 0.633993 -0.131992  0.148764	  -0.174251    0.290335 -0.00245034
0.285	 0.633816 -0.131702  0.148754	  -0.177278    0.290262 -0.00708059
0.286	 0.633635 -0.131411  0.148739	 -0.177213   0.293052 -0.0100889
0.287	 0.633457 -0.131129  0.148733	  -0.178542    0.291923 -0.00906114
0.288	0.633272 -0.13084 0.148712	 -0.181906   0.288281 -0.0135817
0.289	 0.633092 -0.130555  0.148705	 -0.18184  0.289452 -0.014315
0.29	0.632923 -0.13027  0.14871	  -0.17541   0.284966 0.00156276
0.291	0.632748 -0.12998 0.148713	-0.172702  0.285096  0.005477
0.292	 0.632578 -0.129692   0.14873	 -0.172106   0.284352 0.00687061
0.293	 0.632408 -0.129409  0.148748	-0.170917  0.282516 0.0130044
0.294	0.632243 -0.12912 0.148771	-0.165247  0.285551 0.0197445
0.295	  0.63208 -0.128827  0.148798	-0.164769  0.287085 0.0206337
0.296	 0.631913 -0.128534  0.148813	-0.166364  0.286131 0.0203988
0.297	  0.63174 -0.128243  0.148825	-0.168554  0.290103 0.0151941
0.298	0.631579 -0.12795  0.14884	-0.165652  0.288559 0.0180852
0.299	0.631405 -0.12766 0.148837	-0.164202  0.291693 0.0163747
0.3	 0.631245 -0.127366  0.148847	-0.166109  0.291231 0.0101453
0.301	 0.631076 -0.127069  0.148845	 -0.166943   0.289463 0.00795307
0.302	 0.630906 -0.126777  0.148844	  -0.16605   0.289578 0.00613882
0.303	 0.630737 -0.126481  0.148843	-0.165002  0.289068 0.0110549
0.304	 0.630564 -0.126187  0.148843	 -0.165767   0.290037 0.00917039
0.305	 0.630393 -0.125893  0.148847	 -0.171623   0.291236 0.00249321
0.306	 0.630217 -0.125596  0.148845	  -0.173023    0.290383 0.000820296
0.307	 0.630038 -0.125296  0.148844	 -0.172953   0.291623 0.00484026
0.308	 0.62986   -0.125 0.148841	  -0.17558   0.292471 0.00163172
0.309	 0.629675 -0.124696   0.14883	-0.180803  0.294573 -0.005194
0.31	 0.629488 -0.124399   0.14882	  -0.183171    0.296524 -0.00671394
0.311	 0.629305 -0.124095  0.148804	-0.187358  0.297895 -0.017064
0.312	 0.629115 -0.123807  0.148788	  -0.18598    0.29485 -0.0162339
0.313	0.628931 -0.12351 0.148774	 -0.182126   0.295977 -0.0121683
0.314	  0.62874 -0.123218  0.148753	-0.183249  0.294918 -0.013811
0.315	 0.628553 -0.122928  0.148741	 -0.181713   0.292671 -0.0123393
0.316	 0.628375 -0.122637  0.148737	 -0.179445   0.291321 -0.0071989
0.317	 0.628191 -0.122347  0.148734	  -0.180058    0.287827 -0.00426136
0.318	  0.62802 -0.122061  0.148751	  -0.17679   0.288702 0.00291108
0.319	 0.627842 -0.121769  0.148756	  -0.17397   0.289793 0.00808929
0.32	 0.627662 -0.121482  0.148768	-0.173404  0.294091 0.0101918
0.321	  0.62749 -0.121194  0.148782	-0.172186  0.294048 0.0145704
0.322	 0.627316 -0.120895  0.148793	-0.172973  0.294992 0.0128809
0.323	 0.627145 -0.120608  0.148811	-0.174056  0.293655 0.0103295
0.324	 0.626967 -0.120315  0.148813	 -0.17432  0.290161 0.0121899
0.325	 0.626789 -0.120024  0.148816	 -0.176171   0.292827 0.00793104
0.326	  0.62662 -0.119736  0.148825	 -0.175953   0.290952 0.00459564
0.327	 0.626445 -0.119448  0.148827	 -0.176248   0.286591 0.00467778
0.328	 0.626266 -0.119158  0.148831	-0.174874  0.285588 0.0055062
0.329	0.626087 -0.11887 0.148833	 -0.180158   0.283616 0.00179909
0.33	 0.625906 -0.118581  0.148838	 -0.181029   0.282626 0.00357135
0.331	 0.625728 -0.118289  0.148845	 -0.176806    0.28386 0.00779784
0.332	 0.625545 -0.117997  0.148848	 -0.175489   0.283243 0.00999164
0.333	 0.625353 -0.117698  0.148842	-0.180725  0.288223 0.0052485
0.334	 0.625165 -0.117398  0.148839	-0.185118  0.292684 0.0024343
0.335	 0.624972 -0.117103  0.148837	 -0.187479   0.293005 0.00123737
0.336	 0.624787 -0.116804  0.148842	   -0.19481     0.29546 -0.00499786
0.337	 0.624588 -0.116503  0.148825	  -0.196605    0.293305 -0.00801884
0.338	 0.624388 -0.116211  0.148813	  -0.19841   0.292473 -0.0119299
0.339	 0.624193 -0.115917  0.148799	 -0.199963   0.293295 -0.0138735
0.34	0.623999 -0.11562  0.14879	   -0.19541    0.294285 -0.00997859
0.341	 0.623804 -0.115331  0.148787	  -0.195166    0.292744 -0.00818529
0.342	 0.623614 -0.115043  0.148783	  -0.193566    0.292377 -0.00669429
0.343	 0.623429 -0.114752  0.148794	  -0.187531    0.292481 0.000218363
0.344	  0.62325 -0.114469  0.148818	 -0.185681   0.290763 0.00707719
0.345	 0.623062 -0.114179  0.148828	 -0.187794   0.290686 0.00777158
0.346	 0.622879 -0.113892  0.148844	 -0.186757   0.291403 0.00820361
0.347	 0.622702 -0.113609  0.148866	-0.182343  0.288724 0.0175716
0.348	 0.622518 -0.113319  0.148874	-0.181738  0.289072   0.01482
0.349	 0.622338 -0.113033  0.148887	-0.175964  0.286273 0.0190255
0.35	 0.622151 -0.112747  0.148889	-0.179567    0.2866 0.0150622
0.351	  0.62197 -0.112467  0.148895	-0.177781  0.282328 0.0132294
0.352	 0.621792 -0.112189  0.148902	-0.178158  0.279851 0.0107243
0.353	 0.621607 -0.111906  0.148906	-0.180534  0.278433 0.0112405
0.354	 0.621428 -0.111622  0.148914	  -0.189794     0.28021 6.49634e-05
0.355	 0.621241 -0.111339  0.148912	  -0.189607    0.278795 -0.00174148
0.356	 0.621055 -0.111055  0.148914	 -0.183653   0.282326 0.00542834
0.357	 0.620864 -0.110771  0.148909	 -0.187074   0.283558 0.00385693
0.358	 0.620672 -0.110482  0.148902	   -0.189253     0.281589 -0.000636809
0.359	0.620475  -0.1102 0.148898	  -0.192058    0.279442 0.000523586
0.36	  0.62028 -0.109909  0.148887	  -0.195585    0.280383 -0.00567196
0.361	  0.62008 -0.109618  0.148875	  -0.196193    0.282481 -0.00650563
