0.654	  0.559207 -0.0496049   0.149044	-0.224541  0.157969 0.0153019
0.655	  0.558984 -0.0494424   0.149063	 -0.22219  0.159328 0.0192147
0.656	  0.558767 -0.0492839   0.149086	-0.220048  0.159986 0.0218123
0.657	  0.558541 -0.0491227   0.149092	-0.221924  0.160195 0.0160842
0.658	  0.558319 -0.0489662   0.149106	-0.224804  0.158828 0.0110586
0.659	    0.5581 -0.0488094   0.149112	 -0.225492   0.159426 0.00945891
0.66	  0.557879 -0.0486508   0.149115	 -0.226335   0.159243 0.00435195
0.661	  0.557665 -0.0484921   0.149129	 -0.21737  0.158293 0.0116907
0.662	 0.557444 -0.048335  0.149134	 -0.21816  0.157674 0.0119518
0.663	  0.557221 -0.0481778    0.14914	-0.218399  0.157434 0.0107251
0.664	  0.557008 -0.0480197   0.149153	 -0.21847  0.155651 0.0116435
0.665	  0.556787 -0.0478644   0.149163	-0.217462  0.158427 0.0106676
0.666	  0.556569 -0.0477045   0.149179	-0.218223  0.158879  0.011239
0.667	  0.556345 -0.0475395   0.149185	 -0.220776   0.159933 0.00911674
0.668	  0.556119 -0.0473809   0.149196	-0.218778  0.160227 0.0122389
0.669	  0.555897 -0.0472173   0.149205	-0.217454  0.160686 0.0138314
0.67	  0.555665 -0.0470519   0.149203	-0.218537  0.160255 0.0105915
0.671	 0.555434 -0.046891  0.149201	 -0.223329   0.161448 0.00584795
0.672	  0.555197 -0.0467274   0.149189	 -0.225595   0.161083 0.00207371
0.673	  0.554952 -0.0465668   0.149167	  -0.228684    0.159819 -0.00273115
0.674	  0.554721 -0.0464023   0.149156	  -0.232276    0.161344 -0.00927515
0.675	   0.55448 -0.0462392   0.149131	 -0.235784   0.159787 -0.0135314
0.676	  0.554238 -0.0460793   0.149107	 -0.237607   0.159885 -0.0189196
0.677	 0.554005 -0.045919  0.149096	 -0.235784   0.160266 -0.0149655
0.678	  0.553768 -0.0457583   0.149077	 -0.234755   0.161359 -0.0154567
0.68	  0.553316 -0.0454307   0.149076	 -0.226899   0.163505 -0.0051955
0.681	   0.55309 -0.0452691    0.14908	  -0.222574    0.162977 0.000904784
0.682	  0.552875 -0.0450997    0.14909	 -0.21786  0.165981 0.0059486
0.683	  0.552659 -0.0449342   0.149103	-0.213568   0.16892 0.0122135
0.684	   0.55245 -0.0447654    0.14912	 -0.220616   0.168726 0.00672215
0.685	  0.552233 -0.0446064    0.14913	  -0.22038   0.158749 0.00406391
0.686	  0.552014 -0.0444511   0.149137	 -0.220873   0.154347 0.00188644
0.687	  0.551806 -0.0442967   0.149144	 -0.215922   0.158371 0.00361384
0.688	  0.551601 -0.0441446   0.149143	 -0.210785   0.164022 0.00206519
0.689	  0.551403 -0.0439977   0.149142	 -0.206136   0.162179 0.00160775
0.69	  0.551202 -0.0438371   0.149126	  -0.202967    0.159822 -0.00251856
0.691	  0.550998 -0.0436668   0.149108	 -0.202443   0.160975 -0.0063268
0.692	  0.550801 -0.0434938   0.149101	 -0.203743   0.161485 -0.0110572
0.693	 0.550596 -0.043316   0.14909	  -0.20495   0.163362 -0.0138972
0.694	  0.550391 -0.0431453   0.149093	 -0.204764   0.165028 -0.0101803
0.695	  0.550189 -0.0429734   0.149105	  -0.205274    0.165737 -0.00315588
0.696	  0.549978 -0.0428005   0.149118	 -0.205039   0.167282 0.00402004
0.697	 0.549773 -0.042631  0.149141	-0.200851  0.165951 0.0123764
0.698	  0.549559 -0.0424591   0.149152	-0.201473   0.16846 0.0154624
0.699	  0.549347 -0.0422879   0.149162	-0.203206   0.17045 0.0147574
0.7	  0.549137 -0.0421182   0.149167	-0.203181  0.171843 0.0144129
0.701	  0.548924 -0.0419452    0.14917	-0.202896   0.17438 0.0130268
0.702	  0.548713 -0.0417846   0.149163	-0.206227  0.170694 0.0053328
0.703	  0.548492 -0.0416285   0.149138	   -0.21056    0.166487 -0.00465055
0.704	  0.548271 -0.0414723   0.149115	  -0.210779    0.163787 -0.00771028
0.705	  0.548054 -0.0413143   0.149092	 -0.214524   0.160418 -0.0159378
0.706	  0.547832 -0.0411531   0.149062	 -0.213343   0.157713 -0.0157881
0.707	   0.54762 -0.0409878   0.149044	 -0.213231   0.160067 -0.0172682
0.708	  0.547405 -0.0408191   0.149023	 -0.210568   0.161082 -0.0154695
0.709	  0.547195 -0.0406567   0.149013	 -0.208703   0.161536 -0.0126256
0.71	  0.546996 -0.0404817   0.149017	  -0.205358    0.166573 -0.00718554
0.711	 0.546789 -0.040311  0.149021	  -0.205425    0.167665 -0.00323273
0.712	  0.546586 -0.0401415   0.149032	 -0.203364   0.167866 0.00189147
0.713	  0.546387 -0.0399777   0.149048	 -0.203969   0.165388 0.00435194
0.714	  0.546193 -0.0398156    0.14907	-0.200159  0.162577 0.0102998
0.715	  0.546005 -0.0396554   0.149092	 -0.19237  0.160961 0.0165408
0.716	  0.545812 -0.0394845   0.149101	-0.191878  0.164792 0.0145556
0.717	  0.545614 -0.0393193   0.149106	-0.193415  0.164336 0.0102299
0.718	  0.545426 -0.0391478   0.149107	 -0.192042   0.164907 0.00982506
0.719	  0.545234 -0.0389731   0.149109	-0.192573  0.171585 0.0044614
0.72	  0.545052 -0.0388051   0.149114	 -0.190917   0.169945 0.00294255
0.721	  0.544861 -0.0386266   0.149116	 -0.189613   0.169433 0.00485549
0.722	  0.544669 -0.0384504   0.149122	 -0.187942   0.173487 0.00561623
0.723	 0.544484 -0.038269  0.149136	 -0.186374   0.174952 0.00780312
0.724	   0.54429 -0.0380906   0.149142	 -0.187844   0.174653 0.00699549
0.725	  0.544104 -0.0379162   0.149162	-0.186228  0.173169 0.0122244
0.726	  0.543918 -0.0377346   0.149175	-0.185916  0.172233 0.0132134
0.727	  0.543728 -0.0375559   0.149192	-0.184711  0.174039 0.0175808
0.728	  0.543546 -0.0373776   0.149213	-0.185801   0.17516 0.0167601
0.729	  0.543354 -0.0371981   0.149223	-0.189822  0.176999  0.014362
0.73	   0.54316 -0.0370147   0.149229	  -0.19197   0.178674 0.00909734
0.731	  0.542972 -0.0368296   0.149237	 -0.192873   0.180775 0.00555761
0.732	  0.542775 -0.0366439   0.149233	 -0.192629   0.184079 0.00226996
0.733	  0.542584 -0.0364642   0.149234	 -0.191083   0.183104 0.00142264
0.734	  0.542387 -0.0362715   0.149222	  -0.192477    0.184932 -0.00396427
0.735	  0.542187 -0.0360851   0.149206	  -0.195319    0.186513 -0.00820881
0.736	  0.541993 -0.0358893   0.149195	 -0.195852   0.189379 -0.0102147
0.737	  0.541796 -0.0356939   0.149184	 -0.197271   0.192721 -0.0117251
0.738	  0.541597 -0.0355081   0.149174	 -0.199962    0.18954 -0.0134914
0.739	  0.541398 -0.0353176   0.149161	 -0.199747   0.188827 -0.0114237
0.74	  0.541195 -0.0351268   0.149148	  -0.198121    0.186688 -0.00962854
0.741	 0.541003 -0.034936  0.149147	  -0.194249    0.186549 -0.00455052
0.742	 0.540802 -0.034744  0.149136	   -0.19214     0.18702 -0.00184614
0.743	    0.5406 -0.0345553   0.149124	  -0.194845    0.186479 -0.00599881
0.744	   0.54041 -0.0343635   0.149121	  -0.191707    0.184951 -0.00237963
0.745	  0.540215 -0.0341758   0.149112	  -0.193066    0.187301 -0.00654033
0.746	  0.54003 -0.033983  0.149108	   -0.19246    0.186691 -0.00880467
0.747	  0.539846 -0.0337884   0.149106	  -0.191678    0.188101 -0.00805287
0.748	 0.539662 -0.033596  0.149104	 -0.188809   0.186699 -0.0058438
0.749	  0.539489 -0.0334088    0.14911	 -0.181403   0.185763 0.00198987
0.75	  0.539316 -0.0332143   0.149114	 -0.175622   0.187945 0.00356078
0.751	  0.539147 -0.0330221   0.149123	 -0.173385   0.188979 0.00610162
0.752	   0.53898 -0.0328317   0.149132	 -0.171814   0.187506 0.00513755
0.753	  0.538811 -0.0326458   0.149142	 -0.171587   0.186327 0.00705481
0.754	 0.538651 -0.032452  0.149157	-0.169391  0.188024 0.0088124
0.755	  0.538484 -0.0322566   0.149162	 -0.167803   0.189426 0.00896672
0.756	  0.538322 -0.0320641    0.14917	 -0.167766   0.189626 0.00673496
0.757	  0.538158 -0.0318695   0.149175	 -0.168821   0.189015 0.00472263
0.758	  0.537992 -0.0316767   0.149176	 -0.168302   0.189068 0.00267353
0.759	  0.537835 -0.0314765   0.149188	-0.163909  0.192111 0.0069363
0.76	  0.537671 -0.0312816   0.149191	 -0.162038   0.194441 0.00689623
0.761	  0.537508 -0.0310852   0.149193	 -0.164535   0.197784 0.00320199
0.762	0.537346 -0.03089 0.149193	 -0.165082    0.19796 0.00160607
0.763	  0.537185 -0.0306875   0.149195	-0.160596  0.198698 0.0045599
0.764	  0.537028 -0.0304889   0.149201	 -0.159181   0.197385 0.00395777
0.765	  0.536867 -0.0302854   0.149204	 -0.159485   0.200077 0.00350863
0.766	  0.536707 -0.0300888   0.149212	 -0.159071   0.198166 0.00548635
0.767	  0.536552 -0.0298874   0.149223	 -0.157542   0.196954 0.00871288
0.768	  0.536392 -0.0296884   0.149227	 -0.156126   0.197409 0.00909327
0.769	  0.536235 -0.0294875   0.149233	 -0.162513   0.198472 0.00192713
0.77	  0.536074 -0.0292812   0.149232	  -0.16144   0.199589 0.00259045
0.771	  0.535913 -0.0290793   0.149231	 -0.159281   0.202083 0.00258123
0.772	  0.535755 -0.0288734   0.149227	  -0.160751     0.20386 -0.00305135
0.773	  0.535596 -0.0286634   0.149221	  -0.160275    0.205801 -0.00331943
0.774	  0.535435 -0.0284535    0.14921	  -0.160113    0.208669 -0.00435841
0.775	  0.535275 -0.0282449   0.149197	    -0.1599    0.208428 -0.00590489
0.776	  0.535117 -0.0280362   0.149185	  -0.158993     0.20978 -0.00748093
0.777	  0.534961 -0.0278306   0.149178	  -0.155578    0.210452 -0.00459895
0.778	  0.534799 -0.0276142   0.149161	  -0.155793    0.212333 -0.00709738
0.779	  0.534635 -0.0274022   0.149146	  -0.157791     0.21108 -0.00849175
0.78	  0.534482 -0.0271898   0.149143	  -0.158467    0.210165 -0.00886386
0.781	  0.534323 -0.0269763   0.149134	 -0.160193   0.208956 -0.0103151
0.782	  0.534172 -0.0267652   0.149131	  -0.156603    0.206796 -0.00763354
0.783	  0.534018 -0.0265526   0.149127	  -0.155605     0.20815 -0.00575502
0.784	  0.533864 -0.0263412   0.149122	  -0.154864    0.211062 -0.00505099
0.785	  0.533717 -0.0261244   0.149121	  -0.149781    0.214268 -0.00104365
0.786	  0.533568 -0.0259115   0.149119	  -0.149013    0.215041 -0.00247576
0.787	  0.533427 -0.0257008   0.149117	  -0.149398    0.214918 -0.00548304
0.788	  0.533289 -0.0254869   0.149116	  -0.144094     0.21351 -0.00175326
0.789	 0.533146 -0.025267  0.149112	  -0.144129    0.215366 -0.00375983
0.79	  0.533013 -0.0250524   0.149116	   -0.14282    0.214577 -0.00307874
0.791	  0.532878 -0.0248383   0.149115	   -0.138577     0.211652 -0.000999029
0.792	  0.532744 -0.0246253   0.149117	  -0.138181    0.213618 -0.00152239
0.793	  0.532619 -0.0244091   0.149122	 -0.134659   0.211268 0.00128559
0.794	  0.532495 -0.0241948   0.149131	 -0.131303   0.212313 0.00292604
0.795	  0.532382 -0.0239778   0.149149	 -0.124529   0.213974 0.00732297
0.796	  0.532262 -0.0237537   0.149159	 -0.122885   0.218127 0.00935746
0.797	  0.532142 -0.0235357   0.149167	 -0.121057   0.218035 0.00998538
0.798	   0.53203 -0.0233116   0.149182	-0.117715  0.219358 0.0139654
0.799	  0.531909 -0.0230892   0.149188	-0.118175  0.222074 0.0107195
0.8	  0.531794 -0.0228676   0.149196	 -0.123605   0.222561 0.00405504
0.801	 0.531678 -0.022642  0.149204	 -0.120884   0.224113 0.00655791
0.802	  0.531562 -0.0224143   0.149207	-0.122205  0.227108 0.0020398
0.803	   0.53145 -0.0221834   0.149212	  -0.11985   0.225636 0.00334114
0.804	  0.531337 -0.0219551   0.149212	 -0.117046    0.22346 0.00432858
0.805	  0.531223 -0.0217255   0.149217	 -0.116464   0.224412 0.00420569
0.806	  0.53111 -0.021493  0.149218	 -0.116308   0.225949 0.00310147
0.807	  0.531001 -0.0212622   0.149228	 -0.112755   0.226463 0.00694601
0.808	  0.530889 -0.0210292   0.149231	 -0.111968    0.22775 0.00738598
0.809	   0.53078 -0.0207913   0.149237	  -0.11104   0.230379 0.00652772
0.81	  0.530666 -0.0205526    0.14924	 -0.111656   0.234771 0.00573685
0.811	  0.530559 -0.0203103   0.149245	 -0.110747    0.23573 0.00453616
0.812	   0.53045 -0.0200764    0.14925	 -0.107203   0.236005 0.00820514
0.813	  0.530349 -0.0198331   0.149261	 -0.10162  0.239631 0.0124594
0.814	0.530245 -0.01959  0.14927	-0.100764  0.239664 0.0123639
0.815	  0.530141 -0.0193459   0.149275	-0.0999728   0.242491   0.012528
0.816	 0.530035 -0.019108  0.149276	-0.102113  0.242843 0.0100533
0.817	  0.529936 -0.0188687   0.149282	 -0.101242   0.245696 0.00823367
0.818	  0.529839 -0.0186246   0.149287	 -0.101706   0.242999 0.00704519
0.819	  0.529737 -0.0183827   0.149285	-0.0992093   0.241336 0.00692771
0.82	  0.529638 -0.0181469   0.149284	-0.0991132   0.239207 0.00503002
0.821	  0.529544 -0.0179004   0.149287	-0.0969564   0.240776 0.00519687
0.822	  0.529446 -0.0176566   0.149283	-0.0980591   0.238282 0.00320897
0.823	  0.529351 -0.0174127   0.149281	 -0.0990388     0.23833 -0.00101126
0.824	  0.529258 -0.0171708   0.149278	 -0.0969868     0.23687 -0.00114591
0.825	 0.529166 -0.016922   0.14928	 -0.0956629     0.23851 3.88376e-05
0.826	  0.529077 -0.0166781   0.149278	  -0.0928835     0.240035 -0.000812794
0.827	  0.528982 -0.0164263    0.14927	  -0.094054    0.241783 -0.00368103
0.828	  0.528892 -0.0161798   0.149264	 -0.0930328    0.241431 -0.00549137
0.829	  0.528805 -0.0159303   0.149265	 -0.0919901    0.244195 -0.00403386
0.83	 0.528713 -0.015681  0.149256	 -0.0902889    0.245765 -0.00491031
0.831	  0.528625 -0.0154357   0.149253	-0.0897359    0.24393 -0.0052393
0.832	  0.528535 -0.0151835   0.149248	 -0.0910757    0.246034 -0.00657875
0.833	  0.528445 -0.0149389   0.149243	 -0.0895842    0.244304 -0.00571223
0.834	  0.528357 -0.0146841   0.149239	 -0.0906826    0.247632 -0.00514922
0.835	  0.528269 -0.0144398   0.149237	 -0.0889724    0.251271 -0.00378151
0.836	  0.528183 -0.0141835   0.149233	 -0.0905058    0.252644 -0.00579017
0.837	  0.528095 -0.0139287   0.149231	 -0.0895563    0.252427 -0.00362117
0.838	  0.528009 -0.0136713   0.149228	 -0.0865454    0.251989 -0.00142645
0.839	 0.527925 -0.013417  0.149231	 -0.0873996    0.251807 -0.00187026
0.84	   0.52784 -0.0131599   0.149229	  -0.087733    0.255949 -0.00373236
0.841	  0.527756 -0.0129034   0.149226	 -0.0871302    0.257161 -0.00348678
0.842	  0.527673 -0.0126508   0.149224	 -0.0849714    0.253398 -0.00200278
0.843	  0.527587 -0.0123991   0.149217	 -0.0833454    0.253773 -0.00148456
0.844	  0.527509 -0.0121437   0.149219	 -0.0827702    0.254369 -0.00102681
0.845	  0.527424 -0.0118865   0.149214	 -0.0847384    0.252219 -0.00327815
0.846	 0.527343 -0.011631  0.149211	 -0.082593   0.253399 -0.0025964
0.847	 0.527262 -0.011378  0.149205	 -0.0827984    0.250252 -0.00337853
0.848	  0.527181 -0.0111245     0.1492	 -0.0812626    0.250711 -0.00318354
0.849	  0.527104 -0.0108703   0.149205	 -0.0802318     0.25079 -0.00117386
0.85	  0.527025 -0.0106146   0.149202	  -0.080554     0.24978 -0.00302177
0.851	  0.526944 -0.0103587     0.1492	  -0.0783497      0.25246 -0.000579876
0.852	  0.526867 -0.0101072   0.149201	-0.0773658   0.250215 0.00304375
0.853	   0.526785 -0.00985811    0.149198	-0.0789842   0.250271 0.00149501
0.854	  0.526709 -0.0096091   0.149198	-0.0813382   0.251557 7.7858e-05
0.855	   0.526631 -0.00935524    0.149198	 -0.0809222    0.251045 0.000283742
0.856	   0.526548 -0.00910961    0.149196	-0.0817174      0.251 -0.0018751
0.857	   0.526472 -0.00885701    0.149196	 -0.0813658     0.24999 -0.00299093
0.858	   0.526393 -0.00860318    0.149198	  -0.0795123      0.25045 -0.000698755
0.859	   0.526312 -0.00835203    0.149195	 -0.0803637    0.249841 -0.00208867
0.86	   0.526235 -0.00810018    0.149199	 -0.0805775    0.249843 -0.00149527
0.861	   0.526155 -0.00784467    0.149199	 -0.0811974    0.252456 -0.00163076
0.862	   0.526078 -0.00759056    0.149201	-0.0782276   0.253772 0.00214575
0.863	   0.526002 -0.00732869    0.149203	-0.0785683   0.253869 0.00234979
0.864	   0.525922 -0.00706964    0.149202	-0.0792423   0.256017 0.00102747
0.865	   0.525846 -0.00681206    0.149205	 -0.0794641    0.256271 7.37031e-06
0.866	   0.525769 -0.00655566    0.149209	-0.0781779   0.260413  0.0017252
0.867	   0.525694 -0.00629018    0.149215	 -0.08059  0.260803 0.0010442
0.868	  0.525618 -0.0060272   0.149217	-0.0776875   0.259758  0.0032062
0.869	    0.52554 -0.00576891     0.14922	-0.0785061    0.25744 0.00328566
0.87	   0.525463 -0.00550412    0.149224	 -0.078077    0.25893 0.00361756
0.871	   0.525388 -0.00523398     0.14923	-0.0778478   0.258798 0.00265212
0.872	   0.525313 -0.00497072    0.149234	-0.0779533    0.26054  0.0018842
0.873	   0.525232 -0.00470279    0.149232	 -0.0790013     0.26166 0.000881797
0.874	   0.525158 -0.00443943    0.149237	-0.0777683   0.262482 0.00150235
0.875	   0.525082 -0.00417185    0.149238	 -0.0785563    0.262476 0.000434182
0.876	   0.525002 -0.00390578    0.149237	 -0.0795183    0.265138 -0.00108172
0.877	   0.524926 -0.00364111     0.14924	 -0.0783621    0.264669 0.000114329
0.878	    0.52485 -0.00337934    0.149243	  -0.0787859     0.261786 -0.000591118
0.879	    0.52477 -0.00311699     0.14924	 -0.0789649    0.260609 -0.00173145
0.88	   0.524701 -0.00285331    0.149246	  -0.0779068     0.258403 -0.000764626
0.881	   0.524623 -0.00259246    0.149243	 -0.0782358    0.260405 -0.00142879
0.882	   0.524549 -0.00233163    0.149246	  -0.0770091     0.261449 -0.000203483
0.883	   0.524479 -0.00207164    0.149252	-0.0737175   0.259572 0.00341278
0.884	   0.524406 -0.00181143    0.149255	 -0.073885   0.265248 0.00276852
0.885	   0.524332 -0.00155047    0.149257	  -0.0772592     0.263303 -0.000579085
0.886	   0.524261 -0.00128693    0.149258	-0.0742801   0.261487 0.00172266
0.887	  0.524188 -0.0010321   0.149258	  -0.0751367     0.259732 -0.000470273
0.888	    0.524119 -0.000767507      0.14926	 -0.0748181    0.259724 -0.00125006
0.889	    0.524045 -0.000506527      0.14926	    -0.07317     0.258763 -0.000215653
0.89	     0.52398 -0.000245963     0.149265	 -0.0715866    0.259002 0.000689845
0.891	   0.523912 1.53637e-05    0.149266	 -0.0701729    0.260379 0.000227019
0.892	   0.523843 0.000274298    0.149266	  -0.0695061     0.260863 -0.000703082
0.893	   0.523781 0.000531649    0.149269	 -0.0686384    0.257778 -0.00238186
0.894	   0.523716 0.000798404     0.14927	 -0.0684907    0.260866 -0.00250559
0.895	   0.52365 0.00105679    0.14927	 -0.0692549    0.261091 -0.00345883
0.896	  0.523587 0.00132145   0.149271	 -0.0671112    0.259207 -0.00337164
0.897	  0.523527 0.00158468   0.149273	 -0.066218   0.262884 -0.0032939
0.898	   0.52347 0.00184901   0.149278	 -0.0642439    0.263184 -0.00190863
0.899	  0.523411 0.00211386   0.149276	 -0.0628177    0.263503 -0.00246245
0.9	  0.523351 0.00237785   0.149274	 -0.0621548    0.264393 -0.00236951
0.901	  0.523299 0.00264111   0.149274	 -0.0603687    0.263237 -0.00330357
0.902	 0.523245 0.0029014  0.149273	 -0.0589125     0.26768 -0.00368635
0.903	  0.523197 0.00316713   0.149279	  -0.0568035     0.267378 -0.000840916
0.904	  0.523143 0.00343022   0.149278	 -0.0549096    0.265749 0.000248277
0.905	  0.523092 0.00369306   0.149279	 -0.0534136    0.263843 0.000712368
0.906	  0.523046 0.00395544    0.14928	  -0.052702    0.262321 -0.00077954
0.907	  0.522999 0.00422023    0.14928	 -0.0511359    0.258616 -0.00098781
0.908	   0.52295 0.00448268   0.149278	 -0.0487647    0.258117 0.000644642
0.909	  0.522903 0.00474783   0.149278	 -0.0483777    0.258665 6.96824e-05
0.91	  0.522859 0.00501322    0.14928	 -0.046987   0.258373 0.00033306
0.911	  0.522818 0.00527704   0.149283	  -0.0464011     0.257037 -0.000992995
0.912	  0.522776 0.00554066   0.149285	  -0.0460271     0.257082 -0.000852255
0.913	  0.522733 0.00580173   0.149286	 -0.0452942    0.257588 -0.00152079
0.914	  0.522692 0.00606559   0.149286	  -0.0439853     0.257457 -0.000886954
0.915	  0.522653 0.00632716    0.14929	 -0.0412398    0.262752 0.000894311
0.916	  0.522613 0.00659472   0.149291	 -0.0424053    0.264432 0.000514624
0.917	  0.522575 0.00685851   0.149291	  -0.0421625     0.264273 -0.000624726
0.918	   0.52254 0.00712374   0.149293	-0.0394075   0.264094 0.00042732
0.919	  0.522502 0.00739269   0.149291	  -0.040157    0.264011 -0.00166578
0.92	  0.522465 0.00766089    0.14929	 -0.0390615    0.266629 -0.00123831
0.921	  0.522431 0.00793374    0.14929	 -0.0366795    0.268767 0.000337533
0.922	  0.522394 0.00821529   0.149288	    -0.03674     0.272034 -0.000238341
0.923	  0.522358 0.00849072   0.149284	  -0.0360966     0.277201 -0.000342796
0.924	  0.522327 0.00876632   0.149287	  -0.0352309      0.27701 -0.000305905
0.925	  0.522295 0.00904445   0.149286	 -0.0348849    0.276584 -0.00113527
0.926	 0.522264 0.0093198  0.149287	 -0.0348957    0.276163 -0.00177737
0.927	  0.52223 0.0096011  0.149285	 -0.0348577     0.27867 -0.00186386
0.928	  0.522198 0.00988507   0.149286	  -0.034961    0.279878 -0.00166519
0.929	 0.522164 0.0101656  0.149284	 -0.0346245    0.279158 -0.00159299
0.93	 0.522132 0.0104488  0.149282	  -0.0332627     0.278978 -0.000813393
0.931	0.522098 0.010731 0.149278	  -0.0326796     0.279595 -0.000699736
0.932	 0.522067 0.0110181  0.149274	 -0.0322088    0.278818 -0.00139888
0.933	 0.522037 0.0112998  0.149273	 -0.0325574    0.286456 -0.00235279
0.934	 0.522005 0.0115823   0.14927	 -0.0334583    0.285611 -0.00259251
0.935	 0.521973 0.0118645  0.149269	 -0.0326567    0.284452 -0.00245168
0.936	 0.521941 0.0121404  0.149264	 -0.0307812    0.281678 -0.00097173
0.937	0.521909 0.012428 0.149264	  -0.0312164     0.282489 -7.05069e-05
0.938	 0.521877 0.0127081  0.149261	  -0.0305053     0.280919 -0.000296179
0.939	 0.521849 0.0129853  0.149261	-0.0289232   0.278077 0.00056155
0.94	 0.521817 0.0132723  0.149259	-0.0279883   0.278419 0.00228171
0.941	 0.521783 0.0135522  0.149255	-0.0288207   0.278287 0.00082314
0.942	 0.521756 0.0138384  0.149259	-0.0274974   0.278231 0.00231002
0.943	 0.521723 0.0141293  0.149254	  -0.0300888     0.282624 -0.000732407
0.944	 0.521692 0.0144138  0.149254	-0.0291328   0.282558 0.00137472
0.945	  0.52166 0.0146973  0.149251	 -0.0288708    0.281651 0.000992632
0.946	 0.521627 0.0149843  0.149249	 -0.0291377    0.284381 0.000919062
0.947	 0.521596 0.0152744  0.149249	-0.0287951   0.286836 0.00130061
0.948	 0.521565 0.0155595  0.149247	  -0.0308006     0.285016 -0.000608589
0.949	 0.521533 0.0158462  0.149243	 -0.0300702      0.2881 0.000747451
0.95	 0.521502 0.0161383  0.149244	 -0.0311721    0.287429 0.000166557
0.951	 0.521468 0.0164302  0.149239	   -0.03164    0.295664 -0.00079924
0.952	 0.521437 0.0167199  0.149237	 -0.0336952     0.29654 -0.00397502
0.953	 0.521407 0.0170197  0.149239	 -0.0332732    0.297108 -0.00225008
0.954	 0.521374 0.0173155  0.149235	 -0.0334784     0.29866 -0.00296839
0.955	 0.521342 0.0176108  0.149236	 -0.0335387    0.295693 -0.00195454
0.956	 0.521309 0.0179091  0.149234	 -0.0332087    0.293954 -0.00171059
0.957	 0.521276 0.0182063  0.149232	 -0.0340894    0.294693 -0.00225716
0.958	 0.521243 0.0184993  0.149233	 -0.0338044    0.292218 -0.00131059
0.959	 0.521212 0.0187922  0.149233	 -0.0329616    0.291689 -0.00101476
0.96	 0.521179 0.0190876  0.149231	 -0.035187   0.291091 -0.0026406
0.961	 0.521147 0.0193851  0.149229	 -0.0344769    0.291229 -0.00247829
0.962	 0.521114 0.0196816  0.149229	 -0.0343274    0.291108 -0.00196698
0.963	 0.521081 0.0199803  0.149228	 -0.034055   0.292659 -0.0003857
0.964	 0.521051 0.0202718   0.14923	  -0.0317103     0.290752 -0.000104935
0.965	 0.521022 0.0205682  0.149233	 -0.0328122    0.294366 -0.00158129
0.966	 0.520989 0.0208663  0.149233	  -0.0326492     0.291161 -0.000697122
0.967	 0.520955 0.0211584  0.149232	  -0.0326594     0.290986 -4.85121e-05
0.968	0.520919 0.021455 0.149229	 -0.0355338    0.293064 -0.00375459
0.969	 0.520887 0.0217574  0.149232	  -0.033697    0.299259 -0.00214079
0.97	 0.520856 0.0220555  0.149232	 -0.0335705    0.298883 -0.00164046
0.971	 0.520823 0.0223534  0.149232	 -0.0340773    0.297516 -0.00171627
0.972	 0.52079 0.022654 0.149231	 -0.0336998    0.300746 -0.00218837
0.973	 0.520757 0.0229608  0.149232	  -0.0330704     0.303476 -0.000742964
0.974	 0.520723 0.0232705  0.149231	 -0.0328265    0.303174 0.000758075
0.975	  0.52069 0.0235768  0.149233	-0.0332634   0.305419 0.00109006
0.976	 0.520656 0.0238905  0.149232	 -0.0331816    0.307385 0.000986066
0.977	 0.520621 0.0241956   0.14923	  -0.0349239     0.307019 -0.000625318
0.978	 0.520588 0.0245123  0.149233	 -0.0357248    0.310363 -0.00157791
0.979	 0.520553 0.0248316  0.149232	  -0.0355064     0.311549 -0.000820167
0.98	 0.52052  0.02514 0.149234	 -0.0339729     0.30996 0.000916595
0.981	 0.520487 0.0254538  0.149235	-0.0335499   0.310716 0.00107186
0.982	0.520452 0.025776 0.149237	 -0.034159   0.317115 0.00170075
0.983	 0.520419 0.0260902  0.149237	-0.0339974   0.315467 0.00124822
0.984	 0.520386 0.0264067  0.149241	-0.0329841   0.315137 0.00330259
0.985	 0.520352 0.0267226   0.14924	-0.0338413   0.316385  0.0023302
0.986	 0.520319 0.0270327  0.149242	-0.0334755   0.313436 0.00250396
0.987	0.520285  0.02735 0.149242	  -0.0359512     0.313516 -0.000624345
0.988	 0.520251 0.0276611  0.149244	  -0.0356797      0.31234 -0.000784686
0.989	 0.520218 0.0279786  0.149247	 -0.0355463    0.310413 -0.00100163
0.99	 0.520185 0.0282922  0.149249	 -0.0356667    0.311666 -0.00164706
0.991	 0.520151 0.0286114  0.149252	  -0.0352247     0.313709 -0.000883398
0.992	 0.520116 0.0289296  0.149251	 -0.0356789    0.312402 -0.00242654
0.993	 0.520084 0.0292486  0.149256	  -0.035387    0.315929 -0.00125139
0.994	 0.520047 0.0295657  0.149255	  -0.0357909     0.316715 -0.000691016
0.995	 0.520016 0.0298822   0.14926	-0.0347333   0.317352 0.00151192
0.996	 0.519981 0.0302046  0.149258	 -0.0353786     0.31795 0.000611566
0.997	 0.519948 0.0305289  0.149263	 -0.034089   0.318618 0.00310207
0.998	 0.519911 0.0308455  0.149261	-0.0347387   0.323326 0.00132376
0.999	 0.519877 0.0311717  0.149262	 -0.0344872    0.321216 0.000701951
1	 0.519843 0.0314983  0.149263	 -0.0340358    0.324133 0.000870082
