0.186	0.25 0.28 0.65	  0.553917 0.00129744   0.623272	-7.40112e-05 -0.000617854   0.00470554
0.187	0.25 0.28 0.65	  0.553906 0.00130855   0.623272	-7.19242e-05 -0.000618623   0.00476158
0.188	0.25 0.28 0.65	  0.553895 0.00132272   0.623273	-7.30934e-05 -0.000617275   0.00481809
0.189	0.25 0.28 0.65	  0.553884 0.00133387   0.623272	-7.35347e-05 -0.000621945   0.00487526
0.19	0.25 0.28 0.65	  0.553873 0.00134867   0.623274	-7.40942e-05 -0.000620067    0.0049258
0.191	0.25 0.28 0.65	  0.553862 0.00136019   0.623273	-7.58474e-05 -0.000624019   0.00499098
0.192	0.25 0.28 0.65	   0.55385 0.00137537   0.623277	-7.64236e-05 -0.000617489   0.00503986
0.193	0.25 0.28 0.65	 0.553838 0.0013876  0.623276	-7.49176e-05 -0.000623679   0.00509805
0.194	0.25 0.28 0.65	  0.553828 0.00139982   0.623273	-7.66532e-05 -0.000631819   0.00515936
0.195	0.25 0.28 0.65	  0.553816 0.00141205   0.623275	-7.38615e-05 -0.000630133   0.00521171
0.196	0.25 0.28 0.65	  0.553805 0.00142611   0.623278	-7.31058e-05 -0.000623921   0.00527052
0.197	0.25 0.28 0.65	 0.553792 0.0014364  0.623279	-7.29261e-05 -0.000626976   0.00533724
0.198	0.25 0.28 0.65	  0.553782 0.00144664   0.623278	 -7.2755e-05 -0.000629351   0.00540144
0.199	0.25 0.28 0.65	  0.553769 0.00146094   0.623279	-7.31801e-05 -0.000630393   0.00545879
0.2	0.25 0.28 0.65	  0.553758 0.00147122   0.623278	-7.30134e-05 -0.000631062   0.00552573
0.201	0.25 0.28 0.65	  0.553747 0.00148167   0.623278	-7.15298e-05  -0.00063324   0.00558627
0.202	0.25 0.28 0.65	  0.553735 0.00149271   0.623282	-7.21047e-05 -0.000626004   0.00564843
0.203	0.25 0.28 0.65	  0.553723 0.00150487   0.623279	-7.18845e-05 -0.000634392   0.00571428
0.204	0.25 0.28 0.65	  0.553711 0.00151562    0.62328	-7.30497e-05 -0.000633005   0.00577331
0.205	0.25 0.28 0.65	0.553699 0.001528 0.623283	-7.21851e-05 -0.000628632   0.00583519
0.206	0.25 0.28 0.65	  0.553687 0.00153916   0.623286	-7.14434e-05 -0.000621565   0.00589789
0.207	0.25 0.28 0.65	 0.553675 0.0015489  0.623283	-6.99013e-05 -0.000630495   0.00596179
0.208	0.25 0.28 0.65	  0.553665 0.00155905   0.623281	-7.10444e-05 -0.000634721    0.0060255
0.209	0.25 0.28 0.65	  0.553652 0.00157428   0.623281	 -7.0827e-05 -0.000638283   0.00608529
0.21	0.25 0.28 0.65	   0.55364 0.00158299   0.623283	-6.93634e-05 -0.000632953    0.0061507
0.211	0.25 0.28 0.65	  0.55363 0.0015943  0.623282	-6.91841e-05 -0.000635383   0.00621735
0.212	0.25 0.28 0.65	  0.553617 0.00160532   0.623281	-6.82547e-05 -0.000639302   0.00628556
0.213	0.25 0.28 0.65	  0.553605 0.00161646   0.623284	-7.01451e-05  -0.00063552   0.00634711
0.214	0.25 0.28 0.65	  0.553594 0.00162724   0.623285	-6.54681e-05 -0.000632618   0.00641322
0.215	0.25 0.28 0.65	  0.553579 0.00164116   0.623287	 -6.8702e-05 -0.000633157   0.00648303
0.216	0.25 0.28 0.65	  0.553567 0.00165173    0.62329	-7.05549e-05 -0.000631325   0.00655063
0.217	0.25 0.28 0.65	  0.553553 0.00166165   0.623292	-7.06362e-05 -0.000627594    0.0066154
0.218	0.25 0.28 0.65	  0.553541 0.00167538   0.623292	-6.91733e-05 -0.000631337   0.00668337
0.219	0.25 0.28 0.65	   0.55353 0.00168543   0.623291	-6.76706e-05 -0.000635119   0.00675224
0.22	0.25 0.28 0.65	  0.553515 0.00169806   0.623293	-6.80956e-05 -0.000635046   0.00681499
0.221	0.25 0.28 0.65	  0.553503 0.00171216   0.623293	 -6.7885e-05 -0.000635065   0.00688161
0.222	0.25 0.28 0.65	   0.55349 0.00172273   0.623295	 -6.5736e-05 -0.000638724   0.00695098
0.223	0.25 0.28 0.65	  0.553477 0.00173469   0.623298	-6.61936e-05 -0.000633302   0.00701333
0.224	0.25 0.28 0.65	  0.553464 0.00174604     0.6233	-6.80046e-05 -0.000634175   0.00709471
0.225	0.25 0.28 0.65	  0.553451 0.00176236   0.623299	-6.77661e-05 -0.000639544   0.00715281
0.226	0.25 0.28 0.65	  0.553437 0.00177191   0.623303	-6.69021e-05 -0.000632979    0.0072232
0.227	0.25 0.28 0.65	  0.553424 0.00178483   0.623304	-6.93126e-05 -0.000634323   0.00729612
0.228	0.25 0.28 0.65	   0.55341 0.00179891    0.62331	-6.85458e-05 -0.000627295   0.00736003
0.229	0.25 0.28 0.65	  0.553398 0.00180968   0.623306	 -6.6938e-05 -0.000638833    0.0074344
0.23	0.25 0.28 0.65	  0.553386 0.00182277    0.62331	-6.60652e-05 -0.000633879    0.0075012
0.231	0.25 0.28 0.65	  0.553372 0.00183317   0.623309	-6.65038e-05  -0.00064226   0.00757462
0.232	0.25 0.28 0.65	   0.55336 0.00184778   0.623312	-6.63134e-05 -0.000637593   0.00763588
0.233	0.25 0.28 0.65	  0.553347 0.00185954   0.623309	-6.53129e-05 -0.000647723   0.00771044
0.234	0.25 0.28 0.65	  0.553332 0.00187102   0.623316	-6.58881e-05 -0.000637342   0.00778146
0.235	0.25 0.28 0.65	  0.553317 0.00188651   0.623319	-6.56611e-05 -0.000636622   0.00784433
0.236	0.25 0.28 0.65	  0.553305 0.00189488   0.623318	-6.54263e-05 -0.000641092   0.00792752
0.237	0.25 0.28 0.65	  0.553291 0.00191033   0.623321	  -6.653e-05 -0.000636736   0.00799641
0.238	0.25 0.28 0.65	  0.553277 0.00191766   0.623324	-6.63617e-05 -0.000631793   0.00807405
0.239	0.25 0.28 0.65	  0.553264 0.00193365   0.623325	 -6.6731e-05 -0.000633462   0.00814218
0.24	0.25 0.28 0.65	  0.553249 0.00194428    0.62333	-6.52359e-05 -0.000626121   0.00822151
0.241	0.25 0.28 0.65	  0.553235 0.00195588   0.623331	-6.57086e-05 -0.000627365   0.00829294
0.242	0.25 0.28 0.65	   0.55322 0.00196727   0.623332	-6.47701e-05 -0.000626174    0.0083667
0.243	0.25 0.28 0.65	  0.553207 0.00197983   0.623338	-6.40252e-05 -0.000613485   0.00844129
0.244	0.25 0.28 0.65	  0.553194 0.00198726   0.623336	-6.24573e-05 -0.000619481   0.00852065
0.245	0.25 0.28 0.65	  0.553179 0.00200143   0.623341	-6.28656e-05 -0.000612661   0.00859592
0.246	0.25 0.28 0.65	  0.553167 0.00201345   0.623339	-6.26067e-05 -0.000618361   0.00867402
0.247	0.25 0.28 0.65	  0.553154 0.00202338   0.623341	-6.24278e-05 -0.000612756   0.00874886
0.248	0.25 0.28 0.65	   0.55314 0.00203468   0.623346	-6.22684e-05 -0.000601045   0.00883407
0.249	0.25 0.28 0.65	  0.553125 0.00204589   0.623349	-6.27417e-05 -0.000598896   0.00891301
0.25	0.25 0.28 0.65	   0.55311 0.00205573   0.623349	-6.24922e-05  -0.00060571   0.00899034
0.251	0.25 0.28 0.65	  0.553094 0.00206966   0.623353	-6.22594e-05 -0.000599125   0.00907143
